name,tradingsymbol,instrument_key
MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS,NSE_EQ|INE942G01012
IZMO LIMITED,IZMO,NSE_EQ|INE848A01014
PATEL ENGINEERING LTD.,PATELENG,NSE_EQ|INE244B01030
ASTRAL LIMITED,ASTRAL,NSE_EQ|INE006I01046
SINDHU TRADE LINKS LTD,SINDHUTRAD,NSE_EQ|INE325D01025
SCHAEFFLER INDIA LIMITED,SCHAEFFLER,NSE_EQ|INE513A01022
NETWORK PEOPLE SRV TECH L,NPST,NSE_EQ|INE0FFK01017
GLOBE CIVIL PROJECTS LTD,GLOBECIVIL,NSE_EQ|INE0V3U01015
GLOBALE TESSILE LIMITED,GLOBALE,NSE_EQ|INE0URU01010
PARSVNATH DEVELOPER LTD,PARSVNATH,NSE_EQ|INE561H01026
AWFIS SPACE SOLUTIONS LTD,AWFIS,NSE_EQ|INE108V01019
VENUS REMEDIES LIMITED,VENUSREM,NSE_EQ|INE411B01019
INDIAN BANK,INDIANB,NSE_EQ|INE562A01011
BALAJI TELEFILMS LTD.,BALAJITELE,NSE_EQ|INE794B01026
MANGALAM CEMENT LTD,MANGLMCEM,NSE_EQ|INE347A01017
PNB GILTS LIMITED,PNBGILTS,NSE_EQ|INE859A01011
JM FINANCIAL LIMITED,JMFINANCIL,NSE_EQ|INE780C01023
VIJI FINANCE LIMITED,VIJIFIN,NSE_EQ|INE159N01027
SUPREME INDUSTRIES LTD,SUPREMEIND,NSE_EQ|INE195A01028
TATA TECHNOLOGIES LIMITED,TATATECH,NSE_EQ|INE142M01025
MIC ELECTRONICS LTD,MICEL,NSE_EQ|INE287C01037
KARUR VYSYA BANK LTD,KARURVYSYA,NSE_EQ|INE036D01028
VINTAGE COFFEE N BVRGS L,VINCOFE,NSE_EQ|INE498Q01014
TOKYO PLAST INTL LTD,TOKYOPLAST,NSE_EQ|INE932C01012
NITIRAJ ENGINEERS LTD,NITIRAJ,NSE_EQ|INE439T01012
RADHIKA JEWELTECH LIMITED,RADHIKAJWE,NSE_EQ|INE583V01021
BANKA BIOLOO LIMITED,BANKA,NSE_EQ|INE862Y01015
THOMAS SCOTT (INDIA) LTD,THOMASCOTT,NSE_EQ|INE480M01011
AMARA RAJA ENERGY MOB LTD,ARE&M,NSE_EQ|INE885A01032
ASIAN HOTELS (EAST) LTD,AHLEAST,NSE_EQ|INE926K01017
BLUE DART EXPRESS LTD,BLUEDART,NSE_EQ|INE233B01017
SURATWWALA BUS GROUP LTD,SBGLP,NSE_EQ|INE05ST01028
AGRI-TECH (INDIA) LIMITED,AGRITECH,NSE_EQ|INE449G01018
COROMANDEL INTERNTL. LTD,COROMANDEL,NSE_EQ|INE169A01031
SUPER SPINNING MILLS LTD,SUPERSPIN,NSE_EQ|INE662A01027
GEECEE VENTURES LIMITED,GEECEE,NSE_EQ|INE916G01016
SUNDARAM BRAK LININGS LTD,SUNDRMBRAK,NSE_EQ|INE073D01013
RANE HOLDINGS LIMITED,RANEHOLDIN,NSE_EQ|INE384A01010
SUPREME INFRA. LTD,SUPREMEINF,NSE_EQ|INE550H01011
WOCKHARDT LIMITED,WOCKPHARMA,NSE_EQ|INE049B01025
BIRLA CORPORATION LTD,BIRLACORPN,NSE_EQ|INE340A01012
FINOLEX CABLES LTD,FINCABLES,NSE_EQ|INE235A01022
INDUSTRIAL INV TRUST LTD,IITL,NSE_EQ|INE886A01014
JYOTHY LABS LIMITED,JYOTHYLAB,NSE_EQ|INE668F01031
SUYOG TELEMATICS LIMITED,SUYOG,NSE_EQ|INE442P01014
DIC INDIA LIMITED,DICIND,NSE_EQ|INE303A01010
TRENT LTD,TRENT,NSE_EQ|INE849A01020
PASUPATI ACRYLON LIMITED,PASUPTAC,NSE_EQ|INE818B01023
SUPERHOUSE LIMITED,SUPERHOUSE,NSE_EQ|INE712B01010
CARYSIL LIMITED,CARYSIL,NSE_EQ|INE482D01024
BHARAT BIJLEE LTD,BBL,NSE_EQ|INE464A01036
TECH MAHINDRA LIMITED,TECHM,NSE_EQ|INE669C01036
LUMAX AUTO TECH LTD,LUMAXTECH,NSE_EQ|INE872H01027
GILLETTE INDIA LTD,GILLETTE,NSE_EQ|INE322A01010
RAIN INDUSTRIES LIMITED,RAIN,NSE_EQ|INE855B01025
CENTRAL BANK OF INDIA,CENTRALBK,NSE_EQ|INE483A01010
CYIENT LIMITED,CYIENT,NSE_EQ|INE136B01020
BRITANNIA INDUSTRIES LTD,BRITANNIA,NSE_EQ|INE216A01030
ALLIED BLEND N DISTILS L,ABDL,NSE_EQ|INE552Z01027
VINNY OVERSEAS LIMITED,VINNY,NSE_EQ|INE01KI01027
AETHER INDUSTRIES LIMITED,AETHER,NSE_EQ|INE0BWX01014
RUSHIL DECOR LIMITED,RUSHIL,NSE_EQ|INE573K01025
CMS INFO SYSTEMS LIMITED,CMSINFO,NSE_EQ|INE925R01014
TVS SRICHAKRA LIMITED,TVSSRICHAK,NSE_EQ|INE421C01016
VIJAYA DIAGNOSTIC CEN LTD,VIJAYA,NSE_EQ|INE043W01024
MAHANAGAR GAS LTD.,MGL,NSE_EQ|INE002S01010
MAHINDRA EPC IRRIG LTD,MAHEPC,NSE_EQ|INE215D01010
GOA CARBON LIMITED,GOACARBON,NSE_EQ|INE426D01013
SMARTLINK HOLDINGS LTD,SMARTLINK,NSE_EQ|INE178C01020
CONSO. FIN. & HOLD. LTD.,CONSOFINVT,NSE_EQ|INE025A01027
CONTAINER CORP OF IND LTD,CONCOR,NSE_EQ|INE111A01025
DEEPAK BUILDERS & ENG I L,DBEIL,NSE_EQ|INE0OPA01019
VIDHI SPCLTY F INGRDNTS L,VIDHIING,NSE_EQ|INE632C01026
JUPITER WAGONS LIMITED,JWL,NSE_EQ|INE209L01016
ENTERTAIN NET. IND. LTD.,ENIL,NSE_EQ|INE265F01028
SALZER ELECTRONICS LTD,SALZERELEC,NSE_EQ|INE457F01013
MALU PAPER MILLS LIMITED,MALUPAPER,NSE_EQ|INE383H01017
APTECH LIMITED,APTECHT,NSE_EQ|INE266F01018
UMA EXPORTS LIMITED,UMAEXPORTS,NSE_EQ|INE0GIU01018
THYROCARE TECH LTD,THYROCARE,NSE_EQ|INE594H01019
DEE DEVELOPMENT ENG LTD,DEEDEV,NSE_EQ|INE841L01016
ANTONY WASTE HDG CELL LTD,AWHCL,NSE_EQ|INE01BK01022
PUNJAB CHEM & CROP PROT L,PUNJABCHEM,NSE_EQ|INE277B01014
MONTE CARLO FASHIONS LTD.,MONTECARLO,NSE_EQ|INE950M01013
J & K BANK LTD.,J&KBANK,NSE_EQ|INE168A01041
VRAJ IRON AND STEEL LTD,VRAJ,NSE_EQ|INE0S2V01010
SILGO RETAIL LIMITED,SILGO,NSE_EQ|INE01II01013
KANSAI NEROLAC PAINTS LTD,KANSAINER,NSE_EQ|INE531A01024
SAMBHAAV MEDIA LTD,SAMBHAAV,NSE_EQ|INE699B01027
VARROC ENGINEERING LTD.,VARROC,NSE_EQ|INE665L01035
HCL INFOSYSTEMS-DEPO SETT,HCL-INSYS,NSE_EQ|INE236A01020
NETWORK18 MEDIA & INV LTD,NETWORK18,NSE_EQ|INE870H01013
SAGARDEEP ALLOYS LIMITED,SAGARDEEP,NSE_EQ|INE976T01013
SANGHI INDUSTRIES LTD,SANGHIIND,NSE_EQ|INE999B01013
STATE BANK OF INDIA,SBIN,NSE_EQ|INE062A01020
MEDPLUS HEALTH SERV LTD,MEDPLUS,NSE_EQ|INE804L01022
KIRLOSKAR ELECTRIC CO LTD,KECL,NSE_EQ|INE134B01017
NAGREEKA CAP & INFR.LTD,NAGREEKCAP,NSE_EQ|INE245I01016
KAMAT HOTELS (I) LTD,KAMATHOTEL,NSE_EQ|INE967C01018
EXPLEO SOLUTIONS LIMITED,EXPLEOSOL,NSE_EQ|INE201K01015
HINDUSTAN MOTORS LIMITED,HINDMOTORS,NSE_EQ|INE253A01025
TARAPUR TRANSFORMERS LTD,TARAPUR,NSE_EQ|INE747K01017
CAPRI GLOBAL CAPITAL LTD,CGCL,NSE_EQ|INE180C01042
SAMBHV STEEL TUBES LTD,SAMBHV,NSE_EQ|INE12NJ01018
ART NIRMAN LIMITED,ARTNIRMAN,NSE_EQ|INE738V01013
PANACEA BIOTEC LTD,PANACEABIO,NSE_EQ|INE922B01023
EPL LIMITED,EPL,NSE_EQ|INE255A01020
MAHINDRA LIFESPACE DEVLTD,MAHLIFE,NSE_EQ|INE813A01018
PRITI INTERNATIONAL LTD,PRITI,NSE_EQ|INE974Z01015
NAHAR SPINNING MILLS LTD.,NAHARSPING,NSE_EQ|INE290A01027
ATLAS CYCLE (HARYANA) LTD,ATLASCYCLE,NSE_EQ|INE446A01025
PODDAR PIGMENTS LIMITED,PODDARMENT,NSE_EQ|INE371C01013
KDDL LIMITED,KDDL,NSE_EQ|INE291D01011
IMAGICAAWORLD ENT LTD,IMAGICAA,NSE_EQ|INE172N01012
FIVE-STAR BUS FIN LTD,FIVESTAR,NSE_EQ|INE128S01021
ORBIT EXPORTS LIMITED,ORBTEXP,NSE_EQ|INE231G01010
INSPIRISYS SOLUTIONS LTD,INSPIRISYS,NSE_EQ|INE020G01017
TALBROS AUTO. COMP. LTD,TALBROAUTO,NSE_EQ|INE187D01029
BSE LIMITED,BSE,NSE_EQ|INE118H01025
AXISCADES TECH LTD,AXISCADES,NSE_EQ|INE555B01013
GRM OVERSEAS LIMITED,GRMOVER,NSE_EQ|INE192H01020
GACM TECHNOLOGIES LIMITED,GATECHDVR,NSE_EQ|INE224E01036
GACM TECHNOLOGIES LIMITED,GATECH,NSE_EQ|INE224E01028
TEAMLEASE SERVICES LTD.,TEAMLEASE,NSE_EQ|INE985S01024
SURYODAY SMALL FIN BK LTD,SURYODAY,NSE_EQ|INE428Q01011
T T LIMITED,TTL,NSE_EQ|INE592B01024
NEXT MEDIAWORKS LIMITED,NEXTMEDIA,NSE_EQ|INE747B01016
ADANI GREEN ENERGY LTD,ADANIGREEN,NSE_EQ|INE364U01010
REFEX INDUSTRIES LIMITED,REFEX,NSE_EQ|INE056I01025
RAJDARSHAN INDUSTRIES LTD,ARENTERP,NSE_EQ|INE610C01014
BROOKS LAB LIMITED,BROOKS,NSE_EQ|INE650L01011
DIGISPICE TECHNOLOGIES LT,DIGISPICE,NSE_EQ|INE927C01020
PARAS PETROFILS LTD.,PARASPETRO,NSE_EQ|INE162C01024
EMS LIMITED,EMSLIMITED,NSE_EQ|INE0OV601013
TATA INVESTMENT CORP LTD,TATAINVEST,NSE_EQ|INE672A01018
AAVAS FINANCIERS LIMITED,AAVAS,NSE_EQ|INE216P01012
RACE ECO CHAIN LIMITED,RACE,NSE_EQ|INE084Q01012
AFCONS INFRASTRUCTURE LTD,AFCONS,NSE_EQ|INE101I01011
FDC LIMITED,FDC,NSE_EQ|INE258B01022
RESTAURANT BRAND ASIA LTD,RBA,NSE_EQ|INE07T201019
JK PAPER LIMITED,JKPAPER,NSE_EQ|INE789E01012
HATSUN AGRO PRODUCT LTD.,HATSUN,NSE_EQ|INE473B01035
INDO FARM EQUIPMENT LTD,INDOFARM,NSE_EQ|INE622H01018
KALPATARU PROJECT INT LTD,KPIL,NSE_EQ|INE220B01022
AXIS BANK LIMITED,AXISBANK,NSE_EQ|INE238A01034
TATA STEEL LIMITED,TATASTEEL,NSE_EQ|INE081A01020
VETO SWITCHGEAR CABLE LTD,VETO,NSE_EQ|INE918N01018
DOLPHIN OFF ENT (IND) L,DOLPHIN,NSE_EQ|INE920A01037
SURAJ ESTATE DEVELOPERS L,SURAJEST,NSE_EQ|INE843S01025
PIX TRANSMISSIONS LIMITED,PIXTRANS,NSE_EQ|INE751B01018
THE RUBY MILLS LTD,RUBYMILLS,NSE_EQ|INE301D01026
DHARAN INFRA-EPC LIMITED,DHARAN,NSE_EQ|INE278R01034
WINSOME YARNS LIMITED,WINSOME,NSE_EQ|INE784B01035
WANBURY LIMITED,WANBURY,NSE_EQ|INE107F01022
CRISIL LTD,CRISIL,NSE_EQ|INE007A01025
ARCHIDPLY IND. LTD,ARCHIDPLY,NSE_EQ|INE877I01016
UDAIPUR CEMENT WORKS LTD,UDAICEMENT,NSE_EQ|INE225C01029
DIAMINES & CHEMICALS LTD,DIAMINESQ,NSE_EQ|INE591D01014
INDEGENE LIMITED,INDGN,NSE_EQ|INE065X01017
TASTY BITE EATABLES LTD,TASTYBITE,NSE_EQ|INE488B01017
HEALTHCARE GLOB. ENT. LTD,HCG,NSE_EQ|INE075I01017
LOKESH MACHINES LTD,LOKESHMACH,NSE_EQ|INE397H01017
JAGRAN PRAKASHAN LIMITED,JAGRAN,NSE_EQ|INE199G01027
SILVER TOUCH TECHNO LTD,SILVERTUC,NSE_EQ|INE625X01018
RAMA PHOSPHATES LIMITED,RAMAPHO,NSE_EQ|INE809A01032
DIGJAM LTD,DIGJAMLMTD,NSE_EQ|INE731U01028
SUN PHARMACEUTICAL IND L,SUNPHARMA,NSE_EQ|INE044A01036
THE ANUP ENGINEERING LTD,ANUP,NSE_EQ|INE294Z01018
ITC HOTELS LIMITED,ITCHOTELS,NSE_EQ|INE379A01028
VENUS PIPES & TUBES LTD,VENUSPIPES,NSE_EQ|INE0JA001018
NAGA DHUNSERI GROUP LTD,NDGL,NSE_EQ|INE756C01015
AGRO PHOS INDIA LIMITED,AGROPHOS,NSE_EQ|INE740V01019
ARO GRANITE IND. LTD.,AROGRANITE,NSE_EQ|INE210C01013
GLOBAL SURFACES LIMITED,GSLSU,NSE_EQ|INE0JSX01015
KSOLVES INDIA LIMITED,KSOLVES,NSE_EQ|INE0D6I01023
HMA AGRO INDUSTRIES LTD,HMAAGRO,NSE_EQ|INE0ECP01024
KITEX GARMENTS LTD,KITEX,NSE_EQ|INE602G01020
OMAXE LIMITED,OMAXE,NSE_EQ|INE800H01010
UNITECH LIMITED,UNITECH,NSE_EQ|INE694A01020
JINDAL PHOTO LIMITED,JINDALPHOT,NSE_EQ|INE796G01012
MRF LTD,MRF,NSE_EQ|INE883A01011
ROSSELL INDIA LIMITED,ROSSELLIND,NSE_EQ|INE847C01020
NAHAR CAP & FIN.,NAHARCAP,NSE_EQ|INE049I01012
ESSAR SHIPPING LTD,ESSARSHPNG,NSE_EQ|INE122M01019
MTAR TECHNOLOGIES LIMITED,MTARTECH,NSE_EQ|INE864I01014
HIKAL LIMITED,HIKAL,NSE_EQ|INE475B01022
OMAX AUTOS LTD,OMAXAUTO,NSE_EQ|INE090B01011
AVRO INDIA LIMITED,AVROIND,NSE_EQ|INE652Z01017
JSW HOLDINGS LIMITED,JSWHL,NSE_EQ|INE824G01012
WIPRO LTD,WIPRO,NSE_EQ|INE075A01022
SANSTAR LIMITED,SANSTAR,NSE_EQ|INE08NE01025
NGL FINE CHEM LIMITED,NGLFINE,NSE_EQ|INE887E01022
NORTHERN ARC CAPITAL LTD,NORTHARC,NSE_EQ|INE850M01015
TAMILNADU NEWSPRT & PAPER,TNPL,NSE_EQ|INE107A01015
QUALITY POWER ELEC EQUP L,QPOWER,NSE_EQ|INE0SII01026
DCM SHRIRAM IND LTD,DCMSRIND,NSE_EQ|INE843D01027
REPCO HOME FINANCE LTD,REPCOHOME,NSE_EQ|INE612J01015
GENESYS INTL CORPN LTD,GENESYS,NSE_EQ|INE727B01026
LAGNAM SPINTEX LIMITED,LAGNAM,NSE_EQ|INE548Z01017
L&T FINANCE LIMITED,LTF,NSE_EQ|INE498L01015
SIGACHI INDUSTRIES LTD,SIGACHI,NSE_EQ|INE0D0K01022
CHEMBOND MATERIALTECH LTD,CHEMBOND,NSE_EQ|INE995D01025
AEGIS VOPAK TERMINALS LTD,AEGISVOPAK,NSE_EQ|INE0INX01018
ISHAN DYES N CHEMICALS L,ISHANCH,NSE_EQ|INE561M01018
BORANA WEAVES LIMITED,BORANA,NSE_EQ|INE16SF01016
MAHALAXMI FABRIC MILLS LT,MFML,NSE_EQ|INE0US801024
BHANDARI HOSIERY EXP LTD,BHANDARI,NSE_EQ|INE474E01029
KSHITIJ POLYLINE LIMITED,KSHITIJPOL,NSE_EQ|INE013801027
GUJARAT AMBUJA EXPORTS LT,GAEL,NSE_EQ|INE036B01030
NDL VENTURES LIMITED,NDLVENTURE,NSE_EQ|INE353A01023
INTEGRA ESSENTIA LIMITED,ESSENTIA,NSE_EQ|INE418N01035
AKSHARCHEM INDIA LIMITED,AKSHARCHEM,NSE_EQ|INE542B01011
NOVA AGRITECH LIMITED,NOVAAGRI,NSE_EQ|INE02H701025
TRANSPORT CORPN OF INDIA,TCI,NSE_EQ|INE688A01022
SAMPANN UTPADAN INDIA LTD,SAMPANN,NSE_EQ|INE735M01018
GODAWARI POW & ISP LTD,GPIL,NSE_EQ|INE177H01039
3M INDIA LIMITED,3MINDIA,NSE_EQ|INE470A01017
BEML LAND ASSETS LIMITED,BLAL,NSE_EQ|INE0N7W01012
SOUTH WEST PINNACLE LTD,SOUTHWEST,NSE_EQ|INE980Y01015
JITF INFRALOGISTICS LTD,JITFINFRA,NSE_EQ|INE863T01013
YUKEN INDIA LIMITED,YUKEN,NSE_EQ|INE384C01016
MOTILAL OSWAL FIN LTD,MOTILALOFS,NSE_EQ|INE338I01027
PRIMO CHEMICALS LIMITED,PRIMO,NSE_EQ|INE607A01022
RATEGAIN TRAVEL TECHN LTD,RATEGAIN,NSE_EQ|INE0CLI01024
ORIENT TECHNOLOGIES LTD,ORIENTTECH,NSE_EQ|INE0PPK01015
DAVANGERE SUGAR COMPANY L,DAVANGERE,NSE_EQ|INE179G01029
ZEE LEARN LIMITED,ZEELEARN,NSE_EQ|INE565L01011
MRS BECTORS FOOD SPE LTD,BECTORFOOD,NSE_EQ|INE495P01012
ONWARD TECHNOLOGIES LTD.,ONWARDTEC,NSE_EQ|INE229A01017
DIXON TECHNO (INDIA) LTD,DIXON,NSE_EQ|INE935N01020
SJVN LTD,SJVN,NSE_EQ|INE002L01015
WAAREE ENERGIES LIMITED,WAAREEENER,NSE_EQ|INE377N01017
KIOCL LIMITED,KIOCL,NSE_EQ|INE880L01014
ELECTROTHERM (I) LTD.,ELECTHERM,NSE_EQ|INE822G01016
HINDALCO  INDUSTRIES  LTD,HINDALCO,NSE_EQ|INE038A01020
SIMBHAOLI SUGARS LTD.,SIMBHALS,NSE_EQ|INE748T01016
INDO US BIOTECH LTD,INDOUS,NSE_EQ|INE250Z01010
UNICOMMERCE ESOLUTIONS L,UNIECOM,NSE_EQ|INE00U401027
RAJ OIL MILLS LIMITED,ROML,NSE_EQ|INE294G01026
LANCOR HOLDINGS LIMITED,LANCORHOL,NSE_EQ|INE572G01025
BAJAJ HEALTHCARE LIMITED,BAJAJHCARE,NSE_EQ|INE411U01027
GODREJ PROPERTIES LTD,GODREJPROP,NSE_EQ|INE484J01027
MANOMAY TEX INDIA LTD,MANOMAY,NSE_EQ|INE784W01015
SAREGAMA INDIA LIMITED,SAREGAMA,NSE_EQ|INE979A01025
PIONEER EMBROIDERIES LTD,PIONEEREMB,NSE_EQ|INE156C01018
EMBASSY DEVELOPMENTS LTD,EMBDL,NSE_EQ|INE069I01010
KOTHARI PETROCHEM LTD,KOTHARIPET,NSE_EQ|INE720A01015
DWARIKESH SUGAR IND LTD,DWARKESH,NSE_EQ|INE366A01041
GLOBAL VEC HELICORP LTD,GLOBALVECT,NSE_EQ|INE792H01019
MUNJAL SHOWA LTD,MUNJALSHOW,NSE_EQ|INE577A01027
ZEE MEDIA CORPORATION LTD,ZEEMEDIA,NSE_EQ|INE966H01019
JIND POL INV & FIN CO LTD,JPOLYINVST,NSE_EQ|INE147P01019
FACT LTD,FACT,NSE_EQ|INE188A01015
HSG & URBAN DEV CORPN LTD,HUDCO,NSE_EQ|INE031A01017
NORBEN TEA &EXPORTS LTD,NORBTEAEXP,NSE_EQ|INE369C01017
AUTOLINE INDUSTRIES LTD,AUTOIND,NSE_EQ|INE718H01014
GENUS P&B LIMITED,GENUSPAPER,NSE_EQ|INE949P01018
HARRISON MALAYALAM LTD,HARRMALAYA,NSE_EQ|INE544A01019
BF INVESTMENT LIMITED,BFINVEST,NSE_EQ|INE878K01010
LYKA LABS LTD,LYKALABS,NSE_EQ|INE933A01014
MASK INVESTMENTS LIMITED,MASKINVEST,NSE_EQ|INE885F01015
KRITIKA WIRES LIMITED,KRITIKA,NSE_EQ|INE00Z501029
STEEL EXCHANGE INDIA LTD,STEELXIND,NSE_EQ|INE503B01021
RASHTRIYA CHEMICALS & FER,RCF,NSE_EQ|INE027A01015
HILTON METAL FORGING LTD,HILTON,NSE_EQ|INE788H01017
OSWAL PUMPS LIMITED,OSWALPUMPS,NSE_EQ|INE0BYP01024
VEEDOL CORPORATION LTD,VEEDOL,NSE_EQ|INE484C01030
PC JEWELLER LTD,PCJEWELLER,NSE_EQ|INE785M01021
INDIAN OIL CORP LTD,IOC,NSE_EQ|INE242A01010
AARTI PHARMALABS LIMITED,AARTIPHARM,NSE_EQ|INE0LRU01027
VEDANTA LIMITED,VEDL,NSE_EQ|INE205A01025
STANDARD GLASS LIN TECH L,SGLTL,NSE_EQ|INE0M4D01010
INDIAN HUME PIPE CO. LTD.,INDIANHUME,NSE_EQ|INE323C01030
NURECA LIMITED,NURECA,NSE_EQ|INE0DSF01015
RELIANCE HOME FINANCE LTD,RHFL,NSE_EQ|INE217K01011
VIBHOR STEEL TUBES LTD,VSTL,NSE_EQ|INE0QTF01015
PREMIER POLYFILM LTD,PREMIERPOL,NSE_EQ|INE309M01020
PIRAMAL PHARMA LIMITED,PPLPHARMA,NSE_EQ|INE0DK501011
TARC LIMITED,TARC,NSE_EQ|INE0EK901012
KALYANI STEELS LIMITED,KSL,NSE_EQ|INE907A01026
INCREDIBLE INDUSTRIES LTD,INCREDIBLE,NSE_EQ|INE452L01012
OSWAL AGRO MILLS LTD,OSWALAGRO,NSE_EQ|INE142A01012
BHARAT RASAYAN LTD,BHARATRAS,NSE_EQ|INE838B01013
C.E. INFO SYSTEMS LIMITED,MAPMYINDIA,NSE_EQ|INE0BV301023
GANESHA ECOSPHERE LIMITED,GANECOS,NSE_EQ|INE845D01014
MADHUCON PROJECTS LTD.,MADHUCON,NSE_EQ|INE378D01032
BIOFIL CHEM & PHARMA LTD.,BIOFILCHEM,NSE_EQ|INE829A01014
MOTISONS JEWELLERS LTD,MOTISONS,NSE_EQ|INE0FRK01020
THE STATE TRADING CORPN,STCINDIA,NSE_EQ|INE655A01013
TVS HOLDINGS LIMITED,TVSHLTD,NSE_EQ|INE105A01035
MAHARASHTRA SCOOTERS LTD,MAHSCOOTER,NSE_EQ|INE288A01013
GUJARAT MINERAL DEV CORP,GMDCLTD,NSE_EQ|INE131A01031
MAGADH SUGAR & ENERGY LTD,MAGADSUGAR,NSE_EQ|INE347W01011
ENTERO HEALTHCARE SOLU L,ENTERO,NSE_EQ|INE010601016
MAX HEALTHCARE INS LTD,MAXHEALTH,NSE_EQ|INE027H01010
SALONA COTSPIN LTD.,SALONA,NSE_EQ|INE498E01010
DEN NETWORKS LTD,DEN,NSE_EQ|INE947J01015
UNION BANK OF INDIA,UNIONBANK,NSE_EQ|INE692A01016
EMAMI REALTY LIMITED,EMAMIREAL,NSE_EQ|INE778K01012
FINEOTEX CHEMICAL LIMITED,FCL,NSE_EQ|INE045J01026
TAJ GVK HOTELS & RESORTS,TAJGVK,NSE_EQ|INE586B01026
MOHIT INDUSTRIES LTD,MOHITIND,NSE_EQ|INE954E01012
B&B TRIPLEWALL CONT LTD,BBTCL,NSE_EQ|INE01EE01011
CAN FIN HOMES LTD,CANFINHOME,NSE_EQ|INE477A01020
CERA SANITARYWARE LTD,CERA,NSE_EQ|INE739E01017
SOMI CONVEYOR BELT. LTD.,SOMICONVEY,NSE_EQ|INE323J01019
KPIT TECHNOLOGIES LIMITED,KPITTECH,NSE_EQ|INE04I401011
FORTIS HEALTHCARE LTD,FORTIS,NSE_EQ|INE061F01013
HARDWYN INDIA LIMITED,HARDWYN,NSE_EQ|INE626Z01029
ACCURACY SHIPPING LIMITED,ACCURACY,NSE_EQ|INE648Z01023
MOLD-TEK PACKAGING LTD,MOLDTKPAC,NSE_EQ|INE893J01029
CP CAPITAL LIMITED,CPCAP,NSE_EQ|INE521J01018
COFFEE DAY ENTERPRISE LTD,COFFEEDAY,NSE_EQ|INE335K01011
PRIME FOCUS LIMITED,PFOCUS,NSE_EQ|INE367G01038
NIPPON L I A M LTD,NAM-INDIA,NSE_EQ|INE298J01013
ENERGY DEVE. CO.LTD,ENERGYDEV,NSE_EQ|INE306C01019
KAPSTON SERVICES LIMITED,KAPSTON,NSE_EQ|INE542Z01028
LMW LIMITED,LMW,NSE_EQ|INE269B01029
PRECISION CAMSHAFTS LTD.,PRECAM,NSE_EQ|INE484I01029
TRACXN TECHNOLOGIES LTD,TRACXN,NSE_EQ|INE0HMF01019
GRANULES INDIA LIMITED,GRANULES,NSE_EQ|INE101D01020
L&T TECHNOLOGY SER. LTD.,LTTS,NSE_EQ|INE010V01017
GLOSTER LIMITED,GLOSTERLTD,NSE_EQ|INE350Z01018
JUNIPER HOTELS LIMITED,JUNIPER,NSE_EQ|INE696F01016
KINGFA SCI & TEC IND LTD.,KINGFA,NSE_EQ|INE473D01015
SHOPPERS STOP LIMITED,SHOPERSTOP,NSE_EQ|INE498B01024
BHARAT ELECTRONICS LTD,BEL,NSE_EQ|INE263A01024
PSP PROJECTS LIMITED,PSPPROJECT,NSE_EQ|INE488V01015
CARBORUNDUM UNIVERSAL LTD,CARBORUNIV,NSE_EQ|INE120A01034
REC LIMITED,RECLTD,NSE_EQ|INE020B01018
AIA ENGINEERING LIMITED,AIAENG,NSE_EQ|INE212H01026
CAPACITE INFRAPROJECT LTD,CAPACITE,NSE_EQ|INE264T01014
TORRENT PHARMACEUTICALS L,TORNTPHARM,NSE_EQ|INE685A01028
THE HI-TECH GEARS LIMITED,HITECHGEAR,NSE_EQ|INE127B01011
JUPITER LIFE LINE HOSP L,JLHL,NSE_EQ|INE682M01012
SRF LTD,SRF,NSE_EQ|INE647A01010
CINEVISTA LIMITED,CINEVISTA,NSE_EQ|INE039B01026
SURANA SOLAR LIMITED,SURANASOL,NSE_EQ|INE272L01022
KELLTON TECH SOL LTD,KELLTONTEC,NSE_EQ|INE164B01022
SAB EVENTS & GOVERNANCE,SABEVENTS,NSE_EQ|INE860T01019
LORENZINI APPARELS LTD,LAL,NSE_EQ|INE740X01023
CITY UNION BANK LTD,CUB,NSE_EQ|INE491A01021
GUJARAT PIPAVAV PORT LTD,GPPL,NSE_EQ|INE517F01014
IFGL REFRACTORIES LIMITED,IFGLEXPOR,NSE_EQ|INE133Y01011
MUFIN GREEN FINANCE LTD,MUFIN,NSE_EQ|INE08KJ01020
BF UTILITIES LIMITED,BFUTILITIE,NSE_EQ|INE243D01012
EXCEL INDUSTRIES LTD,EXCELINDUS,NSE_EQ|INE369A01029
HEUBACH COLORANTS IND LTD,HEUBACHIND,NSE_EQ|INE492A01029
ASHOKA BUILDCON LTD,ASHOKA,NSE_EQ|INE442H01029
KRISHNA INST OF MED SCI L,KIMS,NSE_EQ|INE967H01025
IND SWIFT LABORATORIES LT,INDSWFTLAB,NSE_EQ|INE915B01019
STAR PAPER MILLS LTD,STARPAPER,NSE_EQ|INE733A01018
KREBS BIOCHEMICALS & IND,KREBSBIO,NSE_EQ|INE268B01013
BOHRA INDUSTRIES LIMITED,BOHRAIND,NSE_EQ|INE802W01023
INDIABULLS ENT LTD,IEL,NSE_EQ|INE059901020
LUMAX INDUSTRIES LTD,LUMAXIND,NSE_EQ|INE162B01018
SANSERA ENGINEERING LTD,SANSERA,NSE_EQ|INE953O01021
SULA VINEYARDS LIMITED,SULA,NSE_EQ|INE142Q01026
